,movieId,title,genres,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir
17,18.0,Four Rooms (1995),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19.0,Ace Ventura: When Nature Calls (1995),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20.0,Money Train (1995),"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
20,21.0,Get Shorty (1995),"['Comedy', 'Crime', 'Thriller']",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21,22.0,Copycat (1995),"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
22,23.0,Assassins (1995),"['Action', 'Crime', 'Thriller']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
23,24.0,Powder (1995),"['Drama', 'Sci-Fi']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,25.0,Leaving Las Vegas (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25,26.0,Othello (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,27.0,Now and Then (1995),"['Children', 'Drama']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,28.0,Persuasion (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,29.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
29,30.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30,31.0,Dangerous Minds (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,32.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
32,34.0,Babe (1995),"['Children', 'Drama']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,36.0,Dead Man Walking (1995),"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
34,38.0,It Takes Two (1995),"['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,39.0,Clueless (1995),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,40.0,"Cry, the Beloved Country (1995)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,41.0,Richard III (1995),"['Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38,42.0,Dead Presidents (1995),"['Action', 'Crime', 'Drama']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
39,43.0,Restoration (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,44.0,Mortal Kombat (1995),"['Action', 'Adventure', 'Fantasy']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,45.0,To Die For (1995),"['Comedy', 'Drama', 'Thriller']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
42,46.0,How to Make an American Quilt (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43,47.0,Seven (a.k.a. Se7en) (1995),"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44,48.0,Pocahontas (1995),"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
45,49.0,When Night Is Falling (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46,50.0,"Usual Suspects, The (1995)","['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
47,52.0,Mighty Aphrodite (1995),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48,53.0,Lamerica (1994),"['Adventure', 'Drama']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,54.0,"Big Green, The (1995)","['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,55.0,Georgia (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,57.0,Home for the Holidays (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,58.0,"Postman, The (Postino, Il) (1994)","['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,60.0,"Indian in the Cupboard, The (1995)","['Adventure', 'Children', 'Fantasy']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,61.0,Eye for an Eye (1996),"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55,62.0,Mr. Holland's Opus (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,63.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"['Comedy', 'Crime']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,64.0,Two if by Sea (1996),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,65.0,Bio-Dome (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,66.0,Lawnmower Man 2: Beyond Cyberspace (1996),"['Action', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
60,68.0,French Twist (Gazon maudit) (1995),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,69.0,Friday (1995),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,70.0,From Dusk Till Dawn (1996),"['Action', 'Comedy', 'Horror', 'Thriller']",0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
63,71.0,Fair Game (1995),['Action'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,72.0,Kicking and Screaming (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,73.0,"Misérables, Les (1995)","['Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
66,74.0,Bed of Roses (1996),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67,75.0,Big Bully (1996),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,76.0,Screamers (1995),"['Action', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
69,77.0,Nico Icon (1995),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,78.0,"Crossing Guard, The (1995)","['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
71,79.0,"Juror, The (1996)","['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
72,80.0,"White Balloon, The (Badkonake sefid) (1995)","['Children', 'Drama']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,81.0,Things to Do in Denver When You're Dead (1995),"['Crime', 'Drama', 'Romance']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
74,82.0,Antonia's Line (Antonia) (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,83.0,Once Upon a Time... When We Were Colored (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
76,85.0,Angels and Insects (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77,86.0,White Squall (1996),"['Action', 'Adventure', 'Drama']",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
78,87.0,Dunston Checks In (1996),"['Children', 'Comedy']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,88.0,Black Sheep (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,89.0,Nick of Time (1995),"['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
81,92.0,Mary Reilly (1996),"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
82,93.0,Vampire in Brooklyn (1995),"['Comedy', 'Horror', 'Romance']",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
83,94.0,Beautiful Girls (1996),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
84,95.0,Broken Arrow (1996),"['Action', 'Adventure', 'Thriller']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
85,96.0,In the Bleak Midwinter (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,97.0,"Hate (Haine, La) (1995)","['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
87,99.0,Heidi Fleiss: Hollywood Madam (1995),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,100.0,City Hall (1996),"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89,101.0,Bottle Rocket (1996),"['Adventure', 'Comedy', 'Crime', 'Romance']",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
90,102.0,Mr. Wrong (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,103.0,Unforgettable (1996),"['Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
92,104.0,Happy Gilmore (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,105.0,"Bridges of Madison County, The (1995)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94,106.0,Nobody Loves Me (Keiner liebt mich) (1994),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,107.0,Muppet Treasure Island (1996),"['Adventure', 'Children', 'Comedy', 'Musical']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,108.0,Catwalk (1996),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,110.0,Braveheart (1995),"['Action', 'Drama', 'War']",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
98,111.0,Taxi Driver (1976),"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
99,112.0,Rumble in the Bronx (Hont faan kui) (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
100,113.0,Before and After (1996),"['Drama', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
101,116.0,Anne Frank Remembered (1995),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,117.0,"Young Poisoner's Handbook, The (1995)","['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
103,118.0,If Lucy Fell (1996),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,119.0,"Steal Big, Steal Little (1995)",['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,121.0,"Boys of St. Vincent, The (1992)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,122.0,Boomerang (1992),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,123.0,Chungking Express (Chung Hing sam lam) (1994),"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
108,125.0,Flirting With Disaster (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,126.0,"NeverEnding Story III, The (1994)","['Adventure', 'Children', 'Fantasy']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,128.0,Jupiter's Wife (1994),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,129.0,Pie in the Sky (1996),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,132.0,Jade (1995),['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,135.0,Down Periscope (1996),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,137.0,Man of the Year (1995),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,140.0,Up Close and Personal (1996),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
116,141.0,"Birdcage, The (1996)",['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,144.0,"Brothers McMullen, The (1995)",['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,145.0,Bad Boys (1995),"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
119,146.0,"Amazing Panda Adventure, The (1995)","['Adventure', 'Children']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,147.0,"Basketball Diaries, The (1995)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,148.0,"Awfully Big Adventure, An (1995)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,149.0,Amateur (1994),"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
123,150.0,Apollo 13 (1995),"['Adventure', 'Drama', 'IMAX']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
124,151.0,Rob Roy (1995),"['Action', 'Drama', 'Romance', 'War']",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
125,152.0,"Addiction, The (1995)","['Drama', 'Horror']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
126,153.0,Batman Forever (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
127,154.0,Beauty of the Day (Belle de jour) (1967),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,155.0,Beyond Rangoon (1995),"['Adventure', 'Drama', 'War']",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
129,156.0,Blue in the Face (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,157.0,Canadian Bacon (1995),"['Comedy', 'War']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,158.0,Casper (1995),"['Adventure', 'Children']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,159.0,Clockers (1995),"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
133,160.0,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
134,161.0,Crimson Tide (1995),"['Drama', 'Thriller', 'War']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
135,162.0,Crumb (1994),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,163.0,Desperado (1995),"['Action', 'Romance', 'Western']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
137,164.0,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
138,165.0,Die Hard: With a Vengeance (1995),"['Action', 'Crime', 'Thriller']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
139,166.0,"Doom Generation, The (1995)","['Comedy', 'Crime', 'Drama']",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
140,168.0,First Knight (1995),"['Action', 'Drama', 'Romance']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
141,169.0,Free Willy 2: The Adventure Home (1995),"['Adventure', 'Children', 'Drama']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,170.0,Hackers (1995),"['Action', 'Adventure', 'Crime', 'Thriller']",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
143,171.0,Jeffrey (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,172.0,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
145,173.0,Judge Dredd (1995),"['Action', 'Crime', 'Sci-Fi']",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
146,174.0,Jury Duty (1995),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,175.0,Kids (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,176.0,Living in Oblivion (1995),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,177.0,Lord of Illusions (1995),['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,178.0,Love & Human Remains (1993),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,179.0,Mad Love (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
152,180.0,Mallrats (1995),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,181.0,Mighty Morphin Power Rangers: The Movie (1995),"['Action', 'Children']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,183.0,Mute Witness (1994),"['Comedy', 'Horror', 'Thriller']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
155,184.0,Nadja (1994),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,185.0,"Net, The (1995)","['Action', 'Crime', 'Thriller']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
157,186.0,Nine Months (1995),"['Comedy', 'Romance']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,187.0,Party Girl (1995),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,188.0,"Prophecy, The (1995)","['Fantasy', 'Horror', 'Mystery']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
160,189.0,Reckless (1995),"['Comedy', 'Fantasy']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,190.0,Safe (1995),['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,191.0,"Scarlet Letter, The (1995)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
163,193.0,Showgirls (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,194.0,Smoke (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165,195.0,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
166,196.0,Species (1995),"['Horror', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
167,198.0,Strange Days (1995),"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
168,199.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
169,201.0,Three Wishes (1995),"['Drama', 'Fantasy']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,202.0,Total Eclipse (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
171,203.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,204.0,Under Siege 2: Dark Territory (1995),['Action'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,205.0,Unstrung Heroes (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,206.0,Unzipped (1995),['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,207.0,"Walk in the Clouds, A (1995)","['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
176,208.0,Waterworld (1995),"['Action', 'Adventure', 'Sci-Fi']",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
177,209.0,White Man's Burden (1995),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,210.0,Wild Bill (1995),['Western'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,211.0,"Browning Version, The (1994)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,212.0,Bushwhacked (1995),"['Adventure', 'Comedy', 'Crime', 'Mystery']",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
181,213.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,214.0,Before the Rain (Pred dozhdot) (1994),"['Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
183,215.0,Before Sunrise (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
184,216.0,Billy Madison (1995),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,217.0,"Babysitter, The (1995)","['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
186,218.0,Boys on the Side (1995),"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,219.0,"Cure, The (1995)",['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,220.0,Castle Freak (1995),['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,222.0,Circle of Friends (1995),"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
190,223.0,Clerks (1994),['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,224.0,Don Juan DeMarco (1995),"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
192,225.0,Disclosure (1994),"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
